開放閩南語字典

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）

［繁體字］	［簡體字］	［閩南語拼音］	［閩南語拼音 (數字調號)］
愓	愓	siong	siong
駥	駥	siong	siong
欀	欀	siong	siong
儴	儴	siong	siong
謪	謪	siong	siong
傷	伤	siong	siong
悚	悚	sióng	siong2
鯗	鲞	sióng	siong2
上	上	sióng	siong2
賞	赏	sióng	siong2
傱	傱	sióng	siong2
想	想	sióng	siong2
晌	晌	sióng	siong2
嵷	嵷	sióng	siong2
竦	竦	sióng	siong2
相	相	siòng	siong3
庠	庠	siông	siong5
崧	崧	siông	siong5
鱨	鲿	siông	siong5
常	常	siông	siong5
倯	倯	siông	siong5
嘗	尝	siông	siong5
菘	菘	siông	siong5
償	偿	siông	siong5
祥	祥	siông	siong5
痒	痒	siông	siong5
嫦	嫦	siông	siong5
淞	淞	siông	siong5
松	松	siông	siong5
徜	徜	siông	siong5
裳	裳	siông	siong5
翔	翔	siông	siong5
詳	详	siông	siong5
訟	讼	siōng	siong7
上	上	siōng	siong7
頌	颂	siōng	siong7
象	象	siōng	siong7
誦	诵	siōng	siong7
尚	尚	siōng	siong7
橡	橡	siōng	siong7
像	像	siōng	siong7
湒	湒	sip	sip
隰	隰	sip	sip
澀	涩	sip	sip
溼	溼	sip	sip
濇	濇	sip	sip
濕	湿	sip	sip
霎	霎	sip	sip
翜	翜	sip	sip
霫	霫	sip	sip
穸	穸	sip	sip
槢	槢	si̍p	sip8
褶	褶	si̍p	sip8
霫	霫	si̍p	sip8
拾	十	si̍p	sip8
習	习	si̍p	sip8
十	十	si̍p	sip8
什	什	si̍p	sip8
謺	謺	si̍p	sip8
石	石	si̍p	sip8
熠	熠	si̍p	sip8
襲	袭	si̍p	sip8
慴	慴	si̍p	sip8
穡	穑	sit	sit
失	失	sit	sit
式	式	sit	sit
息	息	sit	sit
熄	熄	sit	sit
蝕	蚀	si̍t	sit8
埴	埴	si̍t	sit8
寔	寔	si̍t	sit8
植	植	si̍t	sit8
實	实	si̍t	sit8
湜	湜	si̍t	sit8
翼	翼	si̍t	sit8
稙	稙	si̍t	sit8
殖	殖	si̍t	sit8
食	食	si̍t	sit8
受	受	siu	siu
收	收	siu	siu
消	消	siu	siu
秋	秋	siu	siu
饈	馐	siu	siu
羞	羞	siu	siu
修	修	siu	siu
滫	滫	siu	siu
糔	糔	siu	siu
脩	脩	siu	siu
手	手	siú	siu2
首	首	siú	siu2
守	守	siú	siu2
艏	艏	siú	siu2
糔	糔	siú	siu2
狩	狩	siú	siu2
緧	緧	siú	siu2
銹	锈	siù	siu3
守	守	siù	siu3
秀	秀	siù	siu3
莠	莠	siù	siu3
琇	琇	siù	siu3
宿	宿	siù	siu3
繡	绣	siù	siu3
鞘	鞘	siù	siu3
鏽	锈	siù	siu3
首	首	siù	siu3
滫	滫	siù	siu3
狩	狩	siù	siu3
獸	兽	siù	siu3
詶	詶	siû	siu5
苬	苬	siû	siu5
讎	仇	siû	siu5
售	售	siû	siu5
囚	囚	siû	siu5
犨	犨	siû	siu5
鮂	鮂	siû	siu5
泅	泅	siû	siu5
鰽	鰽	siû	siu5
酋	酋	siû	siu5
雔	雔	siû	siu5
酬	酬	siû	siu5
綬	绶	siū	siu7
袖	袖	siū	siu7
授	授	siū	siu7
受	受	siū	siu7
岫	岫	siū	siu7
壽	寿	siū	siu7
褎	褎	siū	siu7
怒	怒	siū	siu7
鑲	镶	siuⁿ	siunn
箱	箱	siuⁿ	siunn
廂	厢	siuⁿ	siunn
傷	伤	siuⁿ	siunn
相	相	siuⁿ	siunn
想	想	siuⁿ	siunn
想	想	siúⁿ	siunn2
賞	赏	siúⁿ	siunn2
鯗	鲞	siúⁿ	siunn2
常	常	siûⁿ	siunn5
承	承	siûⁿ	siunn5
尚	尚	siūⁿ	siunn7
授	授	siūⁿ	siunn7
想	想	siūⁿ	siunn7
桑	桑	sng	sng
痠	痠	sng	sng
喪	丧	sng	sng
孀	孀	sng	sng
酸	酸	sng	sng
孫	孙	sng	sng
舝	舝	sng	sng
閂	闩	sng	sng
霜	霜	sng	sng
傷	伤	sng	sng
轄	辖	sng	sng
損	损	sńg	sng2
榫	榫	sńg	sng2
爽	爽	sńg	sng2
算	算	sǹg	sng3
甑	甑	sn̂g	sng5
鎪	锼	so	so
餿	馊	so	so
梭	梭	so	so
瘙	瘙	so	so
唆	唆	so	so
繰	缲	so	so
颾	颾	so	so
慅	慅	so	so
犧	牺	so	so
娑	娑	so	so
抄	抄	so	so
騷	骚	so	so
桫	桫	so	so
挲	挲	so	so
搜	搜	so	so
臊	臊	so	so
搔	搔	so	so
傞	傞	so	so
蓑	蓑	so	so
鄋	鄋	so	so
艘	艘	so	so
溞	溞	so	so
櫯	櫯	so	so
趖	趖	so	so
莎	莎	so	so
瑣	琐	só	so2
鎖	锁	só	so2
嫂	嫂	só	so2
掃	扫	sò	so3
譟	譟	sò	so3
躁	躁	sò	so3
喿	喿	sò	so3
噪	噪	sò	so3
埽	埽	sò	so3
鐰	鐰	sò	so3
燥	燥	sò	so3
趮	趮	sò	so3
唆	唆	sō	so7
痧	痧	soa	soa
沙	沙	soa	soa
魦	魦	soa	soa
鯊	鲨	soa	soa
耍	耍	sóa	soa2
徙	徙	sóa	soa2
續	续	sòa	soa3
速	速	sōa	soa7
煞	煞	soah	soah
撒	撒	soah	soah
率	率	sòai	soai3
檨	檨	sōaiⁿ	soainn7
狻	狻	soan	soan
暄	暄	soan	soan
晅	晅	soan	soan
脧	脧	soan	soan
咺	咺	soan	soan
愋	愋	soan	soan
閂	闩	soan	soan
萱	萱	soan	soan
烜	烜	soan	soan
揎	揎	soan	soan
擐	擐	soan	soan
喧	喧	soan	soan
宣	宣	soan	soan
諼	谖	soan	soan
痠	痠	soan	soan
酸	酸	soan	soan
瑄	瑄	soan	soan
諠	諠	soan	soan
拶	拶	sóan	soan2
涮	涮	sóan	soan2
撰	撰	sóan	soan2
選	选	sóan	soan2
撰	撰	sòan	soan3
縼	縼	sòan	soan3
筭	筭	sòan	soan3
篹	篹	sòan	soan3
匴	匴	sòan	soan3
選	选	sòan	soan3
算	算	sòan	soan3
蒜	蒜	sòan	soan3
漩	漩	sôan	soan5
瞏	瞏	sôan	soan5
縼	縼	sôan	soan5
船	船	sôan	soan5
璿	璿	sôan	soan5
鏇	旋	sôan	soan5
璇	璇	sôan	soan5
旋	旋	sôan	soan5
羨	羨	sōan	soan7
璇	璇	sōan	soan7
銓	铨	sōan	soan7
鏇	旋	sōan	soan7
檨	檨	sōan	soan7
還	还	sōan	soan7
山	山	soaⁿ	soann
產	产	sóaⁿ	soann2
散	散	sóaⁿ	soann2
煞	煞	sòaⁿ	soann3
線	线	sòaⁿ	soann3
傘	伞	sòaⁿ	soann3
散	散	sòaⁿ	soann3
雪	雪	soat	soat
唰	唰	soat	soat
刷	刷	soat	soat
踅	踅	soat	soat
蜇	蜇	soat	soat
涮	涮	soat	soat
說	说	soat	soat
疏	疏	soe	soe
蔬	蔬	soe	soe
梳	梳	soe	soe
蓑	蓑	soe	soe
衰	衰	soe	soe
縗	缞	soe	soe
榱	榱	soe	soe
簑	簑	soe	soe
黍	黍	sóe	soe2
洗	洗	sóe	soe2
繐	繐	sòe	soe3
帨	帨	sòe	soe3
帥	帅	sòe	soe3
細	细	sòe	soe3
甩	甩	sòe	soe3
黍	黍	sòe	soe3
歲	岁	sòe	soe3
說	说	sòe	soe3
稅	税	sòe	soe3
塞	塞	soeh	soeh
索	索	soh	soh
鋉	鋉	so̍h	soh8
嗍	嗍	sok	sok
餗	餗	sok	sok
觫	觫	sok	sok
鎙	鎙	sok	sok
束	束	sok	sok
揱	揱	sok	sok
朔	朔	sok	sok
鋉	鋉	sok	sok
溯	溯	sok	sok
遫	遫	sok	sok
蔌	蔌	sok	sok
槊	槊	sok	sok
樕	樕	sok	sok
搠	搠	sok	sok
簌	簌	sok	sok
梀	梀	sok	sok
欶	欶	sok	sok
嗽	嗽	sok	sok
肅	肃	sok	sok
數	数	sok	sok
速	速	sok	sok
參	参	som	som
鷞	鷞	song	song
鬆	松	song	song
艭	艭	song	song
桑	桑	song	song
雙	双	song	song
驦	骦	song	song
喪	丧	song	song
孀	孀	song	song
霜	霜	song	song
礵	礵	song	song
顙	颡	sóng	song2
鷞	鷞	sóng	song2
磉	磉	sóng	song2
悚	悚	sóng	song2
搡	搡	sóng	song2
竦	竦	sóng	song2
爽	爽	sóng	song2
嗓	嗓	sóng	song2
慫	怂	sóng	song2
驦	骦	sóng	song2
宋	宋	sòng	song3
喪	丧	sòng	song3
送	送	sòng	song3
倯	倯	sông	song5
松	松	sông	song5
簑	簑	so·	sou
颼	飕	so·	sou
艘	艘	so·	sou
繅	缫	so·	sou
疏	疏	so·	sou
筲	筲	so·	sou
甦	甦	so·	sou
酥	酥	so·	sou
蘇	苏	so·	sou
蒐	蒐	so·	sou
蔬	蔬	so·	sou
搜	搜	so·	sou
廋	廋	so·	sou
櫯	櫯	so·	sou
梳	梳	so·	sou
綀	綀	so·	sou
溲	溲	so·	sou
穌	稣	so·	sou
瞍	瞍	só·	sou2
所	所	só·	sou2
嗾	嗾	só·	sou2
溲	溲	só·	sou2
惢	惢	só·	sou2
廋	廋	só·	sou2
擻	擞	só·	sou2
叟	叟	só·	sou2
藪	薮	só·	sou2
瘦	瘦	só·	sou2
籔	籔	só·	sou2
謏	謏	só·	sou2
嫂	嫂	só·	sou2
嗾	嗾	sò·	sou3
泝	泝	sò·	sou3
素	素	sò·	sou3
塑	塑	sò·	sou3
傃	傃	sò·	sou3
漱	漱	sò·	sou3
膆	膆	sò·	sou3
嗉	嗉	sò·	sou3
嗍	嗍	sò·	sou3
愫	愫	sò·	sou3
數	数	sò·	sou3
疏	疏	sò·	sou3
愬	愬	sò·	sou3
欶	欶	sò·	sou3
溯	溯	sò·	sou3
嗽	嗽	sò·	sou3
訴	诉	sò·	sou3
思	思	su	su
禠	禠	su	su
藇	藇	su	su
獅	狮	su	su
湑	湑	su	su
篩	筛	su	su
鄃	鄃	su	su
紓	纾	su	su
楈	楈	su	su
腮	腮	su	su
澌	澌	su	su
笥	笥	su	su
廝	厮	su	su
覗	覗	su	su
濡	濡	su	su
釃	酾	su	su
鑐	鑐	su	su
糈	糈	su	su
偲	偲	su	su
需	需	su	su
舒	舒	su	su
凘	凘	su	su
繻	繻	su	su
書	书	su	su
諝	谞	su	su
私	私	su	su
鷈	䴘	su	su
瑹	瑹	su	su
揟	揟	su	su
鰓	鳃	su	su
毸	毸	su	su
螄	蛳	su	su
楒	楒	su	su
簁	簁	su	su
師	师	su	su
胥	胥	su	su
撕	撕	su	su
鷥	鸶	su	su
輸	输	su	su
須	须	su	su
緦	缌	su	su
司	司	su	su
斯	斯	su	su
颸	飔	su	su
溮	溮	su	su
揌	揌	su	su
嘶	嘶	su	su
虒	虒	su	su
鬚	须	su	su
罳	罳	su	su
菥	菥	su	su
醑	醑	sú	su2
諝	谞	sú	su2
佌	佌	sú	su2
璽	玺	sú	su2
徙	徙	sú	su2
縰	縰	sú	su2
死	死	sú	su2
屎	屎	sú	su2
使	使	sú	su2
蓰	蓰	sú	su2
湑	湑	sú	su2
駛	驶	sú	su2
楈	楈	sú	su2
蹝	蹝	sú	su2
史	史	sú	su2
屣	屣	sú	su2
暑	暑	sú	su2
黍	黍	sú	su2
樹	树	sú	su2
麈	麈	sú	su2
駟	驷	sù	su3
戍	戍	sù	su3
嗣	嗣	sù	su3
庶	庶	sù	su3
恕	恕	sù	su3
素	素	sù	su3
使	使	sù	su3
肆	肆	sù	su3
思	思	sù	su3
泗	泗	sù	su3
姿	姿	sù	su3
賜	赐	sù	su3
四	四	sù	su3
絮	絮	sù	su3
恣	恣	sù	su3
肂	肂	sù	su3
銖	铢	sû	su5
洙	洙	sû	su5
辭	辞	sû	su5
次	次	sû	su5
殳	殳	sû	su5
杸	杸	sû	su5
徐	徐	sû	su5
蜍	蜍	sû	su5
詞	词	sû	su5
祠	祠	sû	su5
余	馀	sû	su5
柌	柌	sû	su5
殊	殊	sû	su5
思	思	sū	su7
兕	兕	sū	su7
祀	祀	sū	su7
芧	芧	sū	su7
涘	涘	sū	su7
署	署	sū	su7
姒	姒	sū	su7
尌	尌	sū	su7
裋	裋	sū	su7
侍	侍	sū	su7
食	食	sū	su7
樹	树	sū	su7
敘	叙	sū	su7
序	序	sū	su7
嗣	嗣	sū	su7
事	事	sū	su7
巳	巳	sū	su7
司	司	sū	su7
飴	饴	sū	su7
似	似	sū	su7
豎	竖	sū	su7
仕	仕	sū	su7
澍	澍	sū	su7
戺	戺	sū	su7
嶼	屿	sū	su7
藇	藇	sū	su7
耜	耜	sū	su7
曙	曙	sū	su7
殊	殊	sū	su7
扡	扡	sū	su7
俟	俟	sū	su7
墅	墅	sū	su7
鈶	鈶	sū	su7
鱮	鱮	sū	su7
士	士	sū	su7
漵	溆	sū	su7
飼	饲	sū	su7
速	速	suh	suh
嗽	嗽	suh	suh
嘴	嘴	sui	sui
蕤	蕤	sui	sui
衰	衰	sui	sui
簑	簑	sui	sui
綏	绥	sui	sui
睢	睢	sui	sui
雖	虽	sui	sui
蓑	蓑	sui	sui
荽	荽	sui	sui
浽	浽	sui	sui
水	水	súi	sui2
鬌	鬌	súi	sui2
美	美	súi	sui2
碎	碎	sùi	sui3
繀	繀	sùi	sui3
粹	粹	sùi	sui3
誶	谇	sùi	sui3
睟	睟	sùi	sui3
邃	邃	sùi	sui3
箠	箠	sûi	sui5
陲	陲	sûi	sui5
脽	脽	sûi	sui5
隨	随	sûi	sui5
垂	垂	sûi	sui5
錘	锤	sûi	sui5
誰	谁	sûi	sui5
腄	腄	sûi	sui5
倕	倕	sûi	sui5
隋	隋	sûi	sui5
鐆	鐆	sūi	sui7
璲	璲	sūi	sui7
檖	檖	sūi	sui7
術	术	sūi	sui7
穗	穗	sūi	sui7
隧	隧	sūi	sui7
祟	祟	sūi	sui7
鐩	鐩	sūi	sui7
穟	穟	sūi	sui7
瑞	瑞	sūi	sui7
繸	䍁	sūi	sui7
燧	燧	sūi	sui7
遂	遂	sūi	sui7
襚	襚	sūi	sui7
睡	睡	sūi	sui7
孫	孙	sun	sun
蓀	荪	sun	sun
搎	搎	sun	sun
槂	槂	sun	sun
飧	飧	sun	sun
猻	狲	sun	sun
損	损	sún	sun2
簨	簨	sún	sun2
筍	笋	sún	sun2
栒	栒	sún	sun2
榫	榫	sún	sun2
潠	潠	sùn	sun3
噀	噀	sùn	sun3
侚	侚	sùn	sun3
瞚	瞚	sùn	sun3
舜	舜	sùn	sun3
遜	逊	sùn	sun3
巽	巽	sùn	sun3
孫	孙	sùn	sun3
蕣	蕣	sùn	sun3
瞬	瞬	sùn	sun3
愻	愻	sùn	sun3
巡	巡	sûn	sun5
犉	犉	sûn	sun5
馴	驯	sûn	sun5
詢	询	sûn	sun5
鶉	鹑	sûn	sun5
純	纯	sûn	sun5
珣	珣	sûn	sun5
錞	錞	sûn	sun5
循	循	sûn	sun5
槆	槆	sûn	sun5
迿	迿	sûn	sun5
郇	郇	sûn	sun5
恂	恂	sûn	sun5
殉	殉	sûn	sun5
紃	紃	sûn	sun5
紋	纹	sûn	sun5
醇	醇	sûn	sun5
惇	惇	sûn	sun5
徇	徇	sûn	sun5
峋	峋	sûn	sun5
荀	荀	sûn	sun5
洵	洵	sûn	sun5
淳	淳	sûn	sun5
旬	旬	sûn	sun5
蓴	莼	sûn	sun5
揗	揗	sûn	sun5
焞	焞	sûn	sun5
循	循	sūn	sun7
舜	舜	sūn	sun7
順	顺	sūn	sun7
船	船	sūn	sun7
揗	揗	sūn	sun7
戌	戌	sut	sut
訹	訹	sut	sut
蟀	蟀	sut	sut
卹	卹	sut	sut
摔	摔	sut	sut
窣	窣	sut	sut
瞬	瞬	sut	sut
捽	捽	sut	sut
率	率	sut	sut
屑	屑	sut	sut
恤	恤	sut	sut
帥	帅	sut	sut
術	术	su̍t	sut8
遹	遹	su̍t	sut8
朮	术	su̍t	sut8
沭	沭	su̍t	sut8
鱊	鱊	su̍t	sut8
繘	繘	su̍t	sut8
述	述	su̍t	sut8
噊	噊	su̍t	sut8
礁	礁	ta	ta1
唐	唐	ta	ta1
乾	干	ta	ta1
焦	焦	ta	ta1
那	那	tá	ta2
帳	帐	tà	ta3
罩	罩	tà	ta3
燋	燋	tâ	ta5
奈	奈	tâ	ta5
柰	柰	tâ	ta5
焦	焦	tâ	ta5
柰	柰	tā	ta7
奈	奈	tā	ta7
褡	褡	tah	tah4
搭	搭	tah	tah4
貼	贴	tah	tah4
答	答	tah	tah4
值	值	ta̍h	tah8
踏	踏	ta̍h	tah8
秪	秪	tai	tai1
滓	滓	tái	tai2
歹	歹	tái	tai2
戴	戴	tài	tai3
蔕	蔕	tài	tai3
襶	襶	tài	tai3
遞	递	tài	tai3
跢	跢	tài	tai3
遰	遰	tài	tai3
螮	螮	tài	tai3
祋	祋	tài	tai3
艜	艜	tài	tai3
帶	带	tài	tai3
檯	台	tâi	tai5
埋	埋	tâi	tai5
籉	籉	tâi	tai5
駘	骀	tâi	tai5
奈	奈	tâi	tai5
台	台	tâi	tai5
臺	台	tâi	tai5
薹	薹	tâi	tai5
詒	诒	tâi	tai5
炱	炱	tâi	tai5
儓	儓	tâi	tai5
怠	怠	tāi	tai7
袋	袋	tāi	tai7
第	第	tāi	tai7
玳	玳	tāi	tai7
代	代	tāi	tai7
埭	埭	tāi	tai7
事	事	tāi	tai7
逮	逮	tāi	tai7
徠	徕	tāi	tai7
殆	殆	tāi	tai7
貸	贷	tāi	tai7
舵	舵	tāi	tai7
汏	汏	tāi	tai7
岱	岱	tāi	tai7
柰	柰	tāi	tai7
紿	绐	tāi	tai7
大	大	tāi	tai7
黛	黛	tāi	tai7
靆	靆	tāi	tai7
棣	棣	tāi	tai7
迨	迨	tāi	tai7
歹	歹	táiⁿ	tainn2
觸	触	tak	tak4
濁	浊	tak	tak4
逐	逐	ta̍k	tak8
毒	毒	ta̍k	tak8
獨	独	ta̍k	tak8
蔔	卜	ta̍k	tak8
碡	碡	ta̍k	tak8
緂	緂	tam	tam1
甔	甔	tam	tam1
眈	眈	tam	tam1
儋	儋	tam	tam1
窞	窞	tam	tam1
坍	坍	tam	tam1
擔	担	tam	tam1
湛	湛	tam	tam1
聃	聃	tam	tam1
酖	酖	tam	tam1
耽	耽	tam	tam1
禫	禫	tám	tam2
啖	啖	tám	tam2
黮	黮	tám	tam2
葚	葚	tám	tam2
啗	啗	tám	tam2
萏	萏	tám	tam2
薝	薝	tám	tam2
抌	抌	tám	tam2
髧	髧	tám	tam2
噉	噉	tám	tam2
紞	紞	tám	tam2
膽	胆	tám	tam2
檐	檐	tàm	tam3
阽	阽	tàm	tam3
擔	担	tàm	tam3
蕁	荨	tàm	tam3
談	谈	tâm	tam5
餤	餤	tâm	tam5
炎	炎	tâm	tam5
痰	痰	tâm	tam5
倓	倓	tâm	tam5
郯	郯	tâm	tam5
譚	谭	tâm	tam5
澹	澹	tâm	tam5
橝	橝	tâm	tam5
惔	惔	tâm	tam5
禫	禫	tām	tam7
賧	赕	tām	tam7
湛	湛	tām	tam7
倓	倓	tām	tam7
淡	淡	tām	tam7
啖	啖	tām	tam7
菼	菼	tām	tam7
啗	啗	tām	tam7
澹	澹	tām	tam7
憺	憺	tām	tam7
丹	丹	tan	tan1
鄲	郸	tan	tan1
殫	殚	tan	tan1
單	单	tan	tan1
登	登	tan	tan1
簞	箪	tan	tan1
襌	襌	tan	tan1
匰	匰	tan	tan1
癉	瘅	tan	tan1
等	等	tán	tan2
亶	亶	tán	tan2
撣	掸	tàn	tan3
憚	惮	tàn	tan3
旦	旦	tàn	tan3
怛	怛	tàn	tan3
笪	笪	tàn	tan3
癉	瘅	tàn	tan3
疸	疸	tàn	tan3
鴠	鴠	tàn	tan3
呾	呾	tàn	tan3
亭	亭	tân	tan5
彈	弹	tân	tan5
繵	繵	tân	tan5
檀	檀	tân	tan5
壇	坛	tân	tan5
陳	陈	tân	tan5
誕	诞	tān	tan7
僤	僤	tān	tan7
蜑	蜑	tān	tan7
彈	弹	tān	tan7
繵	繵	tān	tan7
憚	惮	tān	tan7
撣	掸	tān	tan7
但	但	tān	tan7
蛋	蛋	tān	tan7
皽	皽	tān	tan7
菄	菄	tang	tang1
棠	棠	tang	tang1
璫	珰	tang	tang1
冬	冬	tang	tang1
東	东	tang	tang1
苳	苳	tang	tang1
懂	懂	táng	tang2
董	董	táng	tang2
黨	党	táng	tang2
滓	滓	táng	tang2
党	党	táng	tang2
棟	栋	tàng	tang3
凍	冻	tàng	tang3
當	当	tàng	tang3
同	同	tâng	tang5
銅	铜	tâng	tang5
童	童	tâng	tang5
筒	筒	tâng	tang5
重	重	tāng	tang7
動	动	tāng	tang7
擔	担	taⁿ	tann1
觰	觰	táⁿ	tann2
打	打	táⁿ	tann2
膽	胆	táⁿ	tann2
擔	担	tàⁿ	tann3
呾	呾	tàⁿ	tann3
褡	褡	tap	tap4
搭	搭	tap	tap4
耷	耷	tap	tap4
妲	妲	tat	tap4
搨	搨	tap	tap4
嗒	嗒	tap	tap4
荅	荅	tap	tap4
怛	怛	tat	tap4
匒	匒	tap	tap4
噠	哒	tat	tap4
瘩	瘩	tap	tap4
答	答	tap	tap4
笛	笛	ta̍t	tap8
踏	踏	ta̍p	tap8
蹋	蹋	ta̍p	tap8
沓	沓	ta̍p	tap8
龘	龘	ta̍p	tap8
達	达	ta̍t	tap8
值	值	ta̍t	tap8
鞜	鞜	ta̍p	tap8
薘	荙	ta̍t	tap8
噠	哒	ta̍t	tap8
嚃	嚃	ta̍p	tap8
遝	遝	ta̍p	tap8
兜	兜	tau	tau1
窬	窬	tau	tau1
嘲	嘲	tau	tau1
脰	脰	tau	tau1
堵	堵	táu	tau2
枓	枓	táu	tau2
肚	肚	táu	tau2
斗	斗	táu	tau2
倒	倒	táu	tau2
竇	窦	táu	tau2
跳	跳	tàu	tau3
踔	踔	tàu	tau3
罩	罩	tàu	tau3
到	到	tàu	tau3
佻	佻	tâu	tau5
骰	骰	tâu	tau5
投	投	tâu	tau5
盜	盗	tāu	tau7
脰	脰	tāu	tau7
讀	读	tāu	tau7
荳	荳	tāu	tau7
豆	豆	tāu	tau7
篤	笃	tauh	tauh4
沓	沓	ta̍uh	tauh8
秪	秪	te	te1
牴	牴	te	te1
磾	磾	te	te1
柢	柢	te	te1
氐	氐	te	te1
羝	羝	te	te1
胝	胝	te	te1
低	低	te	te1
彽	彽	te	te1
短	短	té	te2
地	地	tè	te3
蝃	蝃	tè	te3
揥	揥	tè	te3
蝭	蝭	tè	te3
戴	戴	tè	te3
疐	疐	tè	te3
帝	帝	tè	te3
諦	谛	tè	te3
塊	块	tè	te3
楴	楴	tè	te3
褅	褅	tè	te3
從	从	tè	te3
螮	螮	tè	te3
蔕	蔕	tè	te3
渧	渧	tè	te3
蒂	蒂	tè	te3
締	缔	tè	te3
蝭	蝭	tê	te5
題	题	tê	te5
鯷	鳀	tê	te5
偍	偍	tê	te5
踶	踶	tê	te5
鞮	鞮	tê	te5
茶	茶	tê	te5
荑	荑	tê	te5
鍉	鍉	tê	te5
綈	绨	tê	te5
媞	媞	tê	te5
稊	稊	tê	te5
荼	荼	tê	te5
蹄	蹄	tê	te5
棣	棣	tē	te7
遰	遰	tē	te7
娣	娣	tē	te7
杕	杕	tē	te7
墆	墆	tē	te7
底	底	tē	te7
睇	睇	tē	te7
踶	踶	tē	te7
袋	袋	tē	te7
埭	埭	tē	te7
釱	釱	tē	te7
珶	珶	tē	te7
逮	逮	tē	te7
軑	轪	tē	te7
悌	悌	tē	te7
代	代	tē	te7
弟	弟	tē	te7
禔	禔	tē	te7
蹄	蹄	tē	te7
禘	禘	tē	te7
第	第	tē	te7
地	地	tē	te7
的	的	teh	teh4
壓	压	teh	teh4
奪	夺	te̍h	teh8
汐	汐	te̍h	teh8
淂	淂	tek	tek4
滴	滴	tek	tek4
的	的	tek	tek4
竹	竹	tek	tek4
適	适	tek	tek4
玓	玓	tek	tek4
甋	甋	tek	tek4
馰	馰	tek	tek4
得	得	tek	tek4
摘	摘	tek	tek4
荻	荻	tek	tek4
扚	扚	tek	tek4
鏑	镝	tek	tek4
舴	舴	tek	tek4
蹢	蹢	tek	tek4
菂	菂	tek	tek4
弔	弔	tek	tek4
鸅	鸅	tek	tek4
德	德	tek	tek4
乇	乇	tek	tek4
樀	樀	tek	tek4
謫	谪	tek	tek4
嫡	嫡	tek	tek4
靮	靮	tek	tek4
擿	擿	tek	tek4
螣	螣	te̍k	tek8
澤	泽	te̍k	tek8
躑	踯	te̍k	tek8
適	适	te̍k	tek8
舳	舳	te̍k	tek8
軸	轴	te̍k	tek8
籊	籊	te̍k	tek8
特	特	te̍k	tek8
迪	迪	te̍k	tek8
狄	狄	te̍k	tek8
擿	擿	te̍k	tek8
翟	翟	te̍k	tek8
荻	荻	te̍k	tek8
嬥	嬥	te̍k	tek8
糴	籴	te̍k	tek8
敵	敌	te̍k	tek8
柚	柚	te̍k	tek8
犆	犆	te̍k	tek8
擲	掷	te̍k	tek8
蹢	蹢	te̍k	tek8
蔋	蔋	te̍k	tek8
逖	逖	te̍k	tek8
蟘	蟘	te̍k	tek8
踧	踧	te̍k	tek8
擇	择	te̍k	tek8
鸐	鸐	te̍k	tek8
滌	涤	te̍k	tek8
篴	篴	te̍k	tek8
笛	笛	te̍k	tek8
丁	丁	teng	teng1
釘	钉	teng	teng1
磴	磴	teng	teng1
町	町	teng	teng1
癥	症	teng	teng1
蹬	蹬	teng	teng1
盯	盯	teng	teng1
鐙	镫	teng	teng1
朾	朾	teng	teng1
燈	灯	teng	teng1
登	登	teng	teng1
徵	征	teng	teng1
簦	簦	teng	teng1
墱	墱	teng	teng1
虰	虰	teng	teng1
瞪	瞪	teng	teng1
豋	豋	teng	teng1
靪	靪	teng	teng1
玎	玎	teng	teng1
疔	疔	teng	teng1
叮	叮	teng	teng1
仃	仃	teng	teng1
嵿	嵿	téng	teng2
戥	戥	téng	teng2
町	町	téng	teng2
鼎	鼎	téng	teng2
頂	顶	téng	teng2
艼	艼	téng	teng2
耵	耵	téng	teng2
酊	酊	téng	teng2
等	等	téng	teng2
薡	薡	téng	teng2
濎	濎	téng	teng2
鐙	镫	tèng	teng3
嶝	嶝	tèng	teng3
霯	霯	tèng	teng3
橙	橙	tèng	teng3
凳	凳	tèng	teng3
釘	钉	tèng	teng3
碇	碇	tèng	teng3
訂	订	tèng	teng3
磴	磴	tèng	teng3
飣	饤	tèng	teng3
綻	绽	tèng	teng3
埕	埕	têng	teng5
酲	酲	têng	teng5
懲	惩	têng	teng5
磴	磴	têng	teng5
澂	澂	têng	teng5
霆	霆	têng	teng5
瞪	瞪	têng	teng5
楟	楟	têng	teng5
程	程	têng	teng5
娗	娗	têng	teng5
謄	誊	têng	teng5
盯	盯	têng	teng5
廷	廷	têng	teng5
橕	橕	têng	teng5
籐	籐	têng	teng5
莛	莛	têng	teng5
橙	橙	têng	teng5
裎	裎	têng	teng5
重	重	têng	teng5
藤	藤	têng	teng5
滕	滕	têng	teng5
聤	聤	têng	teng5
葶	葶	têng	teng5
澄	澄	têng	teng5
婷	婷	têng	teng5
呈	呈	têng	teng5
亭	亭	têng	teng5
珵	珵	têng	teng5
螣	螣	têng	teng5
渟	渟	têng	teng5
蜓	蜓	têng	teng5
庭	庭	têng	teng5
奠	奠	tēng	teng7
蹬	蹬	tēng	teng7
定	定	tēng	teng7
鄧	邓	tēng	teng7
鄭	郑	tēng	teng7
掟	掟	tēng	teng7
椗	椗	tēng	teng7
錠	锭	tēng	teng7
